% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1049903, Mon Sep 26 16:38:49 2016
1 10 9136.8514685 1.00004444543 3475954.25937 3.4759542593741571e+06 8645170.77803 10241061.5643   
2 20 8367.06597385 1.12204287405 3475954.25937 5.2440394417083506e+06 10657922.6211 23104663.3725   
3 30 7577.33035622 1.22353631366 3475954.25937 4.6112004140325896e+06 9932544.38981 19655154.8969   
4 40 6590.35690422 1.23545285103 2544927.46646 2.5449274664594890e+06 5737961.91513 9461742.85816   
5 50 6233.32643047 1.19949706484 2357045.24645 2.3570452464519497e+06 3939719.27495 21634752.7215   
6 60 6414.37314859 1.2885150279 2357045.24645 3.2315837587055517e+06 7722639.4254 19714224.8618   
7 70 6194.00083489 1.36860689061 2357045.24645 4.0379951004387988e+06 6454614.68448 13465158.265   
8 80 5772.05162556 1.42644966802 2357045.24645 3.6539879902355568e+06 5873423.87224 8122369.91915   
9 90 5366.09734536 1.48546893226 2357045.24645 4.0955957194113759e+06 7137630.56654 12599405.401   
10 100 5322.48381658 1.5467820721 2357045.24645 2.7647776562419860e+06 3442200.90795 7843942.18095   
11 110 4895.42948885 1.60536258298 2144945.43921 2.1449454392077727e+06 4484920.42592 13792387.07   
12 120 4389.81793236 1.59561515067 1374092.17474 1.3740921747360905e+06 3304113.94126 5322670.84708   
13 130 3876.08765997 1.5885398826 1374092.17474 2.2906831226074002e+06 4248080.45335 8350856.50371   
14 140 3461.81418422 1.65064868869 1374092.17474 1.6728157834149816e+06 2999490.57903 3783774.37234   
15 150 3253.17808037 1.76942795673 1374092.17474 1.4162147311983262e+06 2259068.78784 4889196.1603   
16 160 3015.56310389 1.82137261952 919905.26885 9.1990526884960430e+05 2137584.9689 3846678.17333   
17 170 2969.84724967 1.8816127451 919905.26885 1.5368660226107873e+06 2514174.13704 3640549.56135   
18 180 2948.52008187 1.92860190782 919905.26885 1.2949055303876572e+06 1756630.01773 3085558.20233   
19 190 2737.16033271 1.94361598532 919905.26885 1.2476633128469717e+06 2089836.63215 4795308.54072   
20 200 2518.93965265 2.02005956445 919905.26885 1.0938863022937810e+06 2335985.46856 4534154.16121   
21 210 2231.47782759 2.01513645879 900316.631913 9.0031663191338140e+05 2135709.04312 5880967.53996   
22 220 2039.1973735 2.0244034968 627708.093226 6.2770809322622255e+05 2206711.00245 4641092.8968   
23 230 1952.33739681 2.13274242677 627708.093226 1.0788761455603354e+06 1667256.11386 2737574.678   
24 240 1845.24820445 2.23673066313 627708.093226 6.8724464560764190e+05 1249509.16263 3239051.33208   
25 250 1595.56346791 2.33145108078 627708.093226 8.4178471447232109e+05 1215846.3493 3790834.71733   
26 260 1470.23276874 2.42848411085 523112.670057 5.2311267005737842e+05 1170620.42564 2285269.7272   
27 270 1406.55904516 2.43981113899 523112.670057 8.0145148095419304e+05 1293827.91311 1834386.07867   
28 280 1302.42181553 2.55479762233 523112.670057 6.0065190064430528e+05 897092.151037 1552447.00294   
29 290 1184.87539056 2.58186380567 523112.670057 5.4554729681713611e+05 918365.787886 2040644.11558   
30 300 1062.01642965 2.63480510601 523112.670057 6.1974834952275560e+05 829216.744296 1143048.31152   
