% # columns=["iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=1049903, Mon Sep 26 16:38:49 2016
0 0 10000.0 0 0 10000.0 10000.0555557 10000.1111117 10000.1666681 10000.2222247 10000.2777816 10000.3333389 10000.3888965 10000.4444543
1 10 9136.8514685 0 0 9039.46780896 9043.01269945 9045.50717188 8943.91371958 9108.77050045 9100.796426 9027.31925133 9099.73350699 9078.3613121
2 20 8367.06597385 0 0 8180.15519337 8093.43909016 8304.5484978 8047.50273673 8279.73880412 8239.45683753 8259.77797986 8505.52688065 8220.45521606
3 30 7577.33035622 0 0 6996.81659933 7235.26061497 7454.08335716 7344.00901787 7445.02209135 7426.9881253 7281.79054941 7727.507707 7361.65779903
4 40 6590.35690422 0 0 5892.88577617 6171.96835027 6451.71019891 6298.83571929 6447.22967504 6348.60269793 6193.21721296 6623.39364974 6387.31089291
5 50 6233.32643047 0 0 5480.95604186 5995.86759011 6025.40209192 5817.25383729 6019.53013138 5888.82545684 6002.69283932 6272.65578799 5983.73837294
6 60 6414.37314859 0 0 5347.10146383 6156.9645945 6347.53513122 6231.04843895 6356.8803037 6010.7685297 6283.39224779 6442.37388825 6138.16954642
7 70 6194.00083489 0 0 5056.45867168 5889.77036718 6330.85702279 5901.79616748 6125.68677918 5880.01108409 5997.46887902 6162.92086923 5975.8292398
8 80 5772.05162556 0 0 4592.95240992 5354.40855798 5864.06569782 5559.9720521 5662.4263172 5385.54961962 5628.62859919 5761.39920318 5526.5032795
9 90 5366.09734536 0 0 4194.26691426 4950.35244838 5303.83295975 5175.76052208 5280.82756903 5109.96580507 5185.28573832 5361.94620689 5065.70263898
10 100 5322.48381658 0 0 4160.52362117 4785.55402688 5413.60739721 4915.30346763 5481.95594086 5094.09199486 5071.59623388 5261.42186784 5086.03103846
11 110 4895.42948885 0 0 3780.00008946 4283.96779792 4983.46998279 4423.91528613 4999.08583405 4602.04632336 4767.49778756 4767.5146987 4656.69960651
12 120 4389.81793236 0 0 3339.70215004 3725.48568784 4378.99319283 3848.76894475 4418.97362717 4024.94237212 4294.15161706 4252.28479934 4164.85797949
13 130 3876.08765997 0 0 2897.91421156 3204.43475823 3822.78721218 3382.57812869 3845.8966653 3563.41537391 3725.94777028 3699.38798946 3575.74903021
14 140 3461.81418422 0 0 2542.99946441 2786.53974138 3361.46959744 2957.1959176 3359.06483616 3101.79520326 3433.31714348 3334.58644821 3260.90166863
15 150 3253.17808037 0 0 2313.61969182 2626.31764436 3284.43942249 2657.43262555 3137.21999774 2892.10677267 3198.46774068 3090.34069946 3036.87332495
16 160 3015.56310389 0 0 2109.76830578 2410.13336685 3024.0030526 2409.52729917 2886.31166049 2617.56236751 3004.16301867 2791.92646833 2854.99192041
17 170 2969.84724967 0 0 2005.20749094 2396.37630061 2935.66380721 2325.1846561 2864.9664431 2516.86647896 3038.3750751 2774.29257521 2830.1141144
18 180 2948.52008187 0 0 1982.88940304 2344.25192715 2919.69885874 2442.51941553 2844.11647354 2468.93286896 2985.08186909 2735.65369279 2753.53815067
19 190 2737.16033271 0 0 1791.4072437 2124.48007987 2651.49771679 2198.39708166 2666.40055602 2297.35258106 2860.78189625 2520.85685637 2506.44845214
20 200 2518.93965265 0 0 1619.75425974 1885.62021955 2404.56723733 2035.08229101 2477.0168778 2117.92960147 2606.01954639 2310.02867284 2276.20065076
21 210 2231.47782759 0 0 1397.67808353 1598.84542696 2137.9626782 1764.44045528 2200.9042006 1863.46422699 2275.97595063 2051.32788673 1979.63006019
22 220 2039.1973735 0 0 1249.98093465 1434.86664444 1924.32953006 1574.16053991 2039.90588483 1670.60106481 2060.92132967 1859.6206358 1764.54031339
23 230 1952.33739681 0 0 1140.06069922 1376.18614669 1816.20544959 1527.79092568 1998.76154168 1599.30676577 1938.73383407 1746.42550504 1652.88794619
24 240 1845.24820445 0 0 1031.18809583 1281.66342948 1711.52318762 1429.66228176 1889.77889616 1487.51298549 1786.29918242 1697.34683218 1601.28205789
25 250 1595.56346791 0 0 876.294570845 1072.85338461 1497.76466145 1209.61907927 1605.72736131 1267.13370133 1538.20654522 1458.88793054 1376.09141152
26 260 1470.23276874 0 0 769.784239228 964.427232607 1349.96369323 1098.90660879 1473.34663468 1153.83988202 1399.94498625 1381.70578126 1255.01841027
27 270 1406.55904516 0 0 708.431236478 905.162219676 1275.71152382 1039.71589159 1410.9014673 1100.98701454 1346.00348554 1338.18157417 1186.75114109
28 280 1302.42181553 0 0 615.851536256 813.852718158 1167.53074422 961.964470443 1296.22829948 1022.88688192 1238.7602537 1278.33578615 1100.38079654
29 290 1184.87539056 0 0 543.564867641 730.490790074 1042.79272808 868.122486177 1158.3142301 919.380529649 1091.26677502 1151.37077195 994.238138728
30 300 1062.01642965 0 0 468.891726577 652.229610579 926.896868253 784.666682403 1020.58661459 812.122697345 973.686447429 999.069641812 886.867879984
31 310 929.715042141 0 0 388.575295929 560.120688425 802.224934735 676.411705915 885.978200412 708.10615737 834.31210389 872.012293306 779.596622776
32 320 857.357180854 0 0 350.848957603 489.176756234 732.307837837 605.596189225 816.292582937 664.021545498 767.262836391 791.969710749 715.913688199
33 330 790.541558327 0 0 317.462278492 434.601511725 677.636280944 556.90823992 759.971710998 609.481062898 700.160810415 720.974225475 663.450794577
34 340 771.476849879 0 0 299.315077775 415.679708664 641.880013064 526.169667939 736.147820364 645.689355951 686.124158419 694.022358253 637.223475852
35 350 736.786009232 0 0 277.618116599 380.255835312 605.88617904 496.018010654 694.592586425 633.034904763 650.804838331 658.70262075 613.83166167
36 360 675.861015215 0 0 250.523876262 344.520727021 549.041470149 442.474662133 622.21702974 571.889377476 590.256991685 595.197740563 552.481261481
37 370 664.841395232 0 0 240.154761085 336.221300571 530.920196996 421.53981803 629.105858473 561.588343228 584.868926576 570.992238088 540.888938013
38 380 643.355560867 0 0 228.289774347 322.716786297 506.739128072 398.207670849 607.179440302 532.017652068 578.116820718 547.031466215 540.026061187
39 390 641.885638112 0 0 224.3328092 312.815949089 516.746555295 386.465970273 602.491853684 537.003707231 589.756566647 544.964050691 539.192110716
40 400 631.664547507 0 0 214.525058203 301.936835264 510.864589481 379.515032218 584.210600623 526.425886936 580.063460461 543.337841763 516.232033965
41 410 663.876095547 0 0 219.83765794 317.72053627 529.986435382 388.195033135 632.858308959 542.379345557 606.647794989 606.229409972 534.678064203
42 420 660.642207203 0 0 216.935280193 309.894898827 512.673051631 376.567649837 622.829697915 553.288616975 601.251637791 627.378112664 531.794180701
43 430 683.363784026 0 0 220.769368412 305.78101673 585.022324214 393.895417801 643.381573699 579.629263654 606.027271283 644.729726658 543.304407312
44 440 691.851990934 0 0 220.905688749 302.893045128 616.460266962 392.881776531 647.140352844 583.190130774 614.003383011 654.351625157 549.839788531
45 450 712.786331093 0 0 219.150697546 304.436307333 632.406623304 404.51273447 680.183317839 595.145129886 624.643062904 720.547586243 562.123455428
46 460 712.242789777 0 0 218.244383401 290.405751677 624.466349023 409.233396791 691.268439704 588.873404373 624.216177473 731.160700441 557.135091572
47 470 681.897450729 0 0 199.594669953 272.196885923 587.151523658 395.385979342 660.191406795 555.214613618 633.895449617 702.610138902 527.721173526
48 480 645.58429571 0 0 187.006384055 251.241946581 558.6612523 371.608904997 627.34896799 520.798979471 614.7391255 638.691921467 491.904713349
49 490 630.997526021 0 0 173.151285283 240.777106421 540.123864885 364.495948463 602.387018862 504.086766675 637.002912418 616.386245397 468.877554668
50 500 586.111653623 0 0 157.035182557 217.509578185 494.34104068 333.864208847 562.978024098 457.786633603 586.72036571 571.314101419 441.072893614
51 510 539.66206392 0 0 141.032745548 195.132904374 444.857497005 304.935643579 515.074477158 415.35265574 531.104869638 521.499663044 411.10342034
52 520 505.249159964 0 0 129.839415517 180.918602505 406.744137635 280.989598597 479.553955644 376.295184256 492.438107643 481.983947594 392.622358972
53 530 487.277653585 0 0 120.90407268 174.018711674 405.188236524 275.232027987 455.297105479 359.237873899 468.091918628 464.454690603 374.620597902
